country_code,year,gdp_us,gdp_growth_annual,gdp_per_capita_us,gdp_per_capita_growth_annual,gdp_per_capita_ppp,gdp_ppp
ALB,2010,11926928505.5231,3.70689230100683,4094.3503344202,4.2230377474626,9636.10870469977,28070187015.0732
ALB,2011,12890765324.2256,2.54532184477017,4437.14288515077,2.82155792832297,10207.7335023376,29655456332.3237
ALB,2012,12319830252.4768,1.41752599216287,4247.62998374252,1.5851564748466,10526.3189737173,30530546077.6886
ALB,2013,12776217194.7928,1.00198715014967,4413.06086120676,1.18720390657059,10570.9681040326,30603925190.2399
ALB,2014,13228144008.3428,1.77448678495493,4578.6319939825,1.98542610277399,11259.2967004521,32529279134.4629
ALB,2015,11386846319.1589,2.21875223166761,3952.80121524465,2.51685298606618,11658.8660596051,33585730434.5025
ALB,2016,11861200797.4706,3.31480475341897,4124.05572595352,3.48011700478818,12078.8007284137,34739850853.7913
ALB,2017,13019693450.8816,3.80219748796804,4531.02080555986,3.89771066605221,12811.7594357276,36814039832.9076
ALB,2018,15147020535.3869,4.07130129479023,5284.38018438156,4.32839557846702,13974.0116065658,40054771492.7815
ALB,2019,15279183289.9372,2.24007026773023,5353.2448564014,2.6765495559812,14648.2674019058,41808952984.113
ALB,2020,NA,NA,NA,NA,NA,NA
DZA,2010,161155315145.814,3.59999999999978,4479.34171958005,1.74677646320431,13095.4468249877,471140848850.889
DZA,2011,200254371997.255,2.90000000000026,5462.26089723183,0.980204694065236,13500.0416554875,494931021150.323
DZA,2012,209021250805.932,3.39999999999982,5591.21235322404,1.40179670455332,13303.3317888752,497330252318.817
DZA,2013,209724351221.97,2.8,5498.78409497823,0.761674962215665,13056.8036185828,497988213510.825
DZA,2014,213860450595.829,3.79999999999998,5494.3523360423,1.7104495162547,13003.267118909,506135099313.805
DZA,2015,166361491140.753,3.70000000000022,4187.50972747204,1.60047829963881,12015.6313951015,477357304455.376
DZA,2016,159994837855.12,3.19999999999973,3945.48208133854,1.10456792075536,11624.3389888436,471383266569.55
DZA,2017,170163165960.516,1.29999999999994,4111.29411013269,-0.750499557879863,11737.4093527549,485801959708.226
DZA,2018,175405660377.358,1.2000000000002,4153.73397805915,-0.811208543893287,11925.7985636431,503607737913.103
DZA,2019,171091289782.245,0.799999999999784,3973.96407191565,-1.13069230350092,12019.9283559331,517494624584.119
DZA,2020,NA,NA,NA,NA,NA,NA
AGO,2010,83799496611.2004,4.40393254343761,3587.88379824396,0.640294454339909,6587.98722101771,153870650178.946
AGO,2011,111789686464.441,3.47197634454024,4615.46802807906,-0.220851379354897,6710.75034592031,162538809184.169
AGO,2012,128052853643.106,8.54218764265372,5100.09580809767,4.70649816152135,7412.96526317885,186124220333.292
AGO,2013,136709862831.194,4.95454464636187,5254.88233799616,1.29204141168448,7682.47715828865,199865635605.063
AGO,2014,145712200312.505,4.82262756838996,5408.41049555432,1.21983473478748,8179.29600657648,220364785384.766
AGO,2015,116193649124.151,0.943571561325001,4166.97968386501,-2.46871908413878,7337.56955890673,204603585194.557
AGO,2016,101123851090.455,-2.58004964404932,3506.07288506966,-5.81619070235372,7103.22593805788,204874680466.819
AGO,2017,122123822333.59,-0.147212941085755,4095.81294155857,-3.40990864925507,7310.90173803536,217987314775.762
AGO,2018,101353230784.594,-2.00362972730201,3289.64666408633,-5.16210163078421,7102.40588709233,218823435008.714
AGO,2019,88815697793.303,-0.624644317706895,2790.72661520665,-3.79567393682294,6965.51137380329,221679454297.145
AGO,2020,NA,NA,NA,NA,NA,NA
ARG,2010,423627422092.49,10.1253981561002,10385.9644319555,9.30012832232192,18061.9343588337,736718360684.373
ARG,2011,530163281574.658,6.00395169280579,12848.8641969705,4.78868313859435,19322.2271236942,797263881242.037
ARG,2012,545982375701.128,-1.0264204544321,13082.664325572,-2.14528444981812,19641.3528638347,819697901873.041
ARG,2013,552025140252.246,2.40532378079436,13080.2547323367,1.26568517537076,20131.6804246983,849616000404.317
ARG,2014,526319673731.638,-2.51261532081394,12334.7982453893,-3.5785805098328902,19683.7715056442,839896688260.086
ARG,2015,594749285413.212,2.73115982828944,13789.060424772,1.62966427946263,20105.1989918165,867176759338.262
ARG,2016,557531376217.967,-2.08032784377811,12790.2424732447,-3.11006389821465,20307.870052142,885227528869.049
ARG,2017,643628665302.668,2.81850297245272,14613.0418246696,1.75764817740523,23597.1177528578,1039330591569.37
ARG,2018,517626700412.718,-2.56535187644216,11633.4980086465,-3.55009116736244,23313.8179401811,1037336718967.02
ARG,2019,445445177459.426,-2.08801486381233,9912.28180859803,-3.05585486148175,23040.2879526544,1035400864701.41
ARG,2020,NA,NA,NA,NA,NA,NA
ARM,2010,9260284937.79781,2.2000000002151,3218.37270660563,2.58264808337942,7506.30886457323,21598045115.905
ARM,2011,10142111334.4961,4.69999999867412,3525.80474671153,4.72842677419349,8025.45290497468,23085520248.3701
ARM,2012,10619320048.5857,7.20000000096486,3681.8574560431,6.91414364212253,9364.40776670097,27009096448.5442
ARM,2013,11121465767.4067,3.3,3838.18580148382,2.82388903997261,9835.83301127565,28500152360.1441
ARM,2014,11609512939.7542,3.60000000058993,3986.23162376713,3.07285853012422,10036.8898405952,29231468082.419
ARM,2015,10553337672.9872,3.19999999896625,3607.29669672271,2.73612872403588,9969.68530070715,29166842740.5397
ARM,2016,10546135160.031,0.199999999825991,3591.82927553023,-0.16150062037417,10704.2334081494,31429192104.4042
ARM,2017,11527458565.7334,7.50000000164144,3914.5012684128,7.18375792957016,12115.0570089389,35676528915.4363
ARM,2018,12457941907.0333,5.19999999965324,4220.49027671249,4.95169918007967,13024.6948100321,38445981547.5774
ARM,2019,13672802157.8324,7.59999999853918,4622.73349328671,7.38336163622995,14257.9624870448,42171217644.7695
ARM,2020,NA,NA,NA,NA,NA,NA
AUS,2010,1146138465603.81,2.067417127684,52022.1255961876,0.49205315549527,39301.3411198761,865877322217.83
AUS,2011,1396649906339.35,2.46275631162725,62517.8337471503,1.04885435076942,41965.3584189919,937507114248.881
AUS,2012,1546151783872.96,3.91816287094112,68012.1479005934,2.11968358421093,42826.789579996,973601321979.203
AUS,2013,1576184467015.49,2.58489770154893,68150.1070413215,0.834364138436911,45902.047948361,1061628486313.88
AUS,2014,1467483705131.74,2.5331146653882,62510.7911705641,1.0151142229833,46880.2206571585,1100545339758.17
AUS,2015,1351693984524.5,2.19264742646037,56755.7217124249,0.732407043765832,46288.3344786414,1102402742501.65
AUS,2016,1208846993739.99,2.7706521973025,49971.131456129,1.17790700769076,47339.969213264,1145196792620.93
AUS,2017,1329188475752.32,2.30061062359425,54027.9668184568,0.591766542797203,48633.1332207217,1196465534857.54
AUS,2018,1432881172002.17,2.94928577160958,57354.9640455891,1.37996022097906,51390.5028543034,1283872898972.17
AUS,2019,1396567014733.23,2.16095629535999,55060.3261005013,0.623892342440669,53381.4190051283,1353982699741.71
AUS,2020,NA,NA,NA,NA,NA,NA
AUT,2010,391892746544.69,1.83709367680054,46858.0432733717,1.59257712849987,42041.486681307,351609937876.39
AUT,2011,431120310088.82,2.92279728368581,51374.9584066934,2.57644831811446,44452.7327457999,373031463577.163
AUT,2012,409425234155.263,0.680445576816723,48567.69528642,0.222450576943075,46457.3457770311,391635006784.26
AUT,2013,430068712971.867,0.0255047121972183,50716.7087062864,-0.562298942527448,47922.0491207455,406370494341.228
AUT,2014,441996131736.508,0.661272848852605,51717.4959405515,-0.122370667337563,48799.7154676985,417059741085.658
AUT,2015,381817565893.574,1.01450158590511,44178.0473777432,-0.111540189504495,49865.9039424185,430975998137.236
AUT,2016,395568644341.038,1.98943716230463,45276.8314351693,0.892469139632297,52684.0171130768,460282766423.271
AUT,2017,417237869115.93,2.39958760332166,47426.5119597773,1.69076313006771,54342.9478588847,478085670423.097
AUT,2018,455094861902.062,2.58012073304926,51478.2852619277,2.0816965919734,58850.7601106449,520271380624.119
AUT,2019,445075391688.156,1.41873427248989,50137.6627762476,1.00120345260058,60418.0106125251,536334728214.097
AUT,2020,NA,NA,NA,NA,NA,NA
AZE,2010,52902703376.1056,4.78924279245962,5842.80578358576,3.54986088980776,14926.6376401599,135150732837.704
AZE,2011,65951627200.2026,-1.57299762108384,7189.69122920765,-2.8471829529599,14804.5744507911,135803575412.212
AZE,2012,69683935845.2139,2.20293902267821,7496.29464768263,0.85388605157209,15957.718850285,148339507564.977
AZE,2013,74164435946.4627,5.8434157623727,7875.75695254288,4.48320302714393,17188.9455056612,161864879226.656
AZE,2014,75244294275.1498,2.79758543403612,7891.31314749986,1.52243157217855,17443.8782563093,166328757240.292
AZE,2015,53074370486.0433,1.0495463680441,5500.31038244408,-0.147024803718338,14938.4011276715,144145726475.687
