Series Name,Series Code,Country Name,Country Code,2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,Eritrea,ERI,4708725100.31321,5224331270.24732,..,..,..,..,..,..,..,..,..
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,Estonia,EST,29041482804.5792,32890578577.0133,34642139242.2797,36432843820.3452,38300195486.724,38658832173.816,41548791415.7268,44744044035.5959,49538780935.9374,53045342274.737,..
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,Eswatini,SWZ,8275231608.24235,8637941299.35267,8922130160.04144,9465059127.18132,9632880507.98889,9728496264.4692,9698248002.45773,9457434167.51664,9917574660.75508,10337032575.0281,..
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,Ethiopia,ETH,90122255176.7747,102289393957.91,112533091823.037,122434385173.204,148485604878.241,167119104031.576,194651496419.484,215094143811.298,235352121497.407,259989856897.58,..
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,Faroe Islands,FRO,..,..,..,..,..,..,..,..,..,..,..
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,Fiji,FJI,6804670601.42404,7134734867.15992,7646755789.36484,8254663160.44008,9831527180.51072,10781765042.5927,11020155973.1376,11783674116.4674,12530937581.6535,12717393218.7941,..
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,Finland,FIN,209096799360.739,220471055643.893,221285752810.968,225680035610.262,228058553146.46,232867491858.974,246928408039.55,262435707415.892,283047597358.784,293523845548.446,..
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,France,FRA,2336458699266.96,2446475413051,2474003939353.38,2608522466158.15,2662033396692.53,2718496736713.76,2864106383742.44,2992537031512.78,3223484993309.12,3419582213776.4,..
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,French Polynesia,PYF,..,..,..,..,..,..,..,..,..,..,..
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,Gabon,GAB,24097481835.3494,26345487003.7203,26868451928.813,27463881944.8317,28955844877.1506,28630139365.0076,28684983156.4358,30986311650.7557,32008701019.6228,33917539948.0722,..
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,"Gambia, The",GMB,4366237247.72453,4095033765.28765,4190620609.90576,4165986163.68023,4102796584.71164,4311179261.73183,4446016237.15633,4588632823.22907,5040481659.59984,5449583787.42114,..
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,Georgia,GEO,28642799807.4119,31404963200.6754,36640112634.8222,39451053057.9766,43054252353.1571,45035492644.5473,47930061166.6244,50662483514.4009,54423954243.7106,58245087399.129,..
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,Germany,DEU,3187863147138.46,3415020684916.05,3487232707438.34,3628559701800.76,3807112936430.42,3889081660716.44,4165169650070.14,4390904241849.53,4699853812633.71,4782655118573.17,..
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,Ghana,GHA,73690444261.5474,85797385076.0381,98315093257.2606,139946034635.956,148486187686.425,142513769813.705,139277256051.861,145509469176.384,158390056348.403,171926303272.099,..
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,Gibraltar,GIB,..,..,..,..,..,..,..,..,..,..,..
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,Greece,GRC,313312033389.426,290296713374.081,279267184001.472,286168671568.829,292335537974.425,291031172114.864,299853795575.793,314400098741.999,337732380975.02,348348609719.974,..
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,Greenland,GRL,..,..,..,..,..,..,..,..,..,..,..
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,Grenada,GRD,1153994996.50767,1187113039.99111,1199574282.19567,1285879276.92482,1420279857.55212,1551090812.87388,1656762122.48781,1798099078.35128,1918176733.49498,1992859146.8027,..
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,Guam,GUM,..,..,..,..,..,..,..,..,..,..,..
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,Guatemala,GTM,95942692367.3339,102023438426.521,108206083243.936,112026328258.702,118753947609.949,127566291555.947,130131253708.676,133804912953.529,141470895234.213,149763230426.514,..
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,Guinea,GIN,16854986941.2696,18172750190.6579,19125167503.1917,19730520884.617,20122408008.2584,20799124961.1001,24399990225.9637,29176885979.9953,31740601534.5241,34168977885.4674,..
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,Guinea-Bissau,GNB,2038736560.94446,2249594251.25778,2175252518.53473,2248857564.16191,2332574695.02558,2774674410.9887,3113471483.94557,3519615667.21345,3742357007.25737,3990526569.16647,..
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,Guyana,GUY,6993732489.7118,7510831415.44822,7916300207.90266,8369731951.17493,8360291166.10801,8593946181.04518,8713910376.31874,9306806134.43556,9956901898.77982,10693585695.61,..
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,Haiti,HTI,26149570844.9959,28338730486.8326,28317570996.5471,29872706670.4998,30562742045.6341,31053001979.3673,32798870134.9337,32738003150.2684,34094815563.9641,34172312014.8486,..
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,Honduras,HND,31427232362.4728,33314349143.9269,34844289142.3691,36445584467.0234,39875503507.5608,43955139193.462,47719049297.9263,52444135530.2339,55707620735.4232,58295920223.6395,..
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,"Hong Kong SAR, China",HKG,345486996759.993,369685331700.329,373482558531.676,385448332074.392,396043918178.997,411294477052.779,419810624219.189,442387687745.01,466067937548.302,469182169655.82,..
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,Hungary,HUN,217167008533.833,229348031842.066,230214451411.076,242367240075.151,253001464884.581,263571390904.7,273925720700.132,289324586224.582,320971253488.671,341618949103.42,..
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,Iceland,ISL,12597717999.0665,13005318870.4475,13446448574.3241,14296625702.3102,14966383106.1884,16157415211.4719,17788597246.5176,18981156544.4826,20791221950.3477,21726637459.153,..
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,India,IND,5229333633185.02,5618382206617.36,6153155415797.75,6477517561942.86,6781021982581.72,7159798335002.56,7735001679985.09,8280935377565.52,9001762811692.04,9560219601244.47,..
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,Indonesia,IDN,2056981019917.65,2229511719014.97,2413435225696.69,2535041372928.96,2622251600815.57,2647706548803.03,2744896640112.26,2894125530220.37,3117888944584.7,3338143991973.09,..
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,"Iran, Islamic Rep.",IRN,1282648743144.9,1344086183911.39,1204868695388.78,1168173442990.26,1180245347698.22,1066588920477.83,1114814815036.12,1172665437001.49,1128845631665.5,1072696667247.19,..
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,Iraq,IRQ,377659943799.032,414644233081.568,483130514695.852,515129894217.47,490956530499.901,369659028804.152,362371214121.619,412027987017.235,419686172971.523,446664936199.296,..
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,Ireland,IRL,197598524599.048,205441154858.673,212758615285.176,221468264162.48,237861357367.946,324611538300.032,342046305563.844,375223945415.698,422485839265.694,443166676664.704,..
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,Isle of Man,IMN,..,..,..,..,..,..,..,..,..,..,..
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,Israel,ISR,219751079598.557,237167247563.415,250714737325.926,275197370744.506,281083288012.066,296979079110.839,323333108706.822,340018130214.195,368365725610.767,388366736725.047,..
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,Italy,ITA,2085693278915.37,2173169963370.93,2172383785077.79,2187377576803.98,2200255257934.9,2240921139199.72,2420671363968.59,2525222226584.6,2687068696082.25,2756951889780.28,..
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,Jamaica,JAM,22203226227.049,23059255170.7083,23269052381.302,24133311548.951,24565823799.1824,25415826988.6515,26718138074.5761,28035430606.1794,29275762876.7864,30053192134.4701,..
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,Japan,JPN,4480784390768.57,4573186804907.29,4746699396854.28,4967051560426.25,4986566209495.87,5135040987997.26,5075243816067.28,5210072229467.91,5416841902228.99,5504330908893.46,..
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,Jordan,JOR,68696293737.7503,72050912826.5243,74340200697.022,79416620117.8196,81884118516.6136,87705169048.396,90248991291.211,97893384071.2481,102217538539.562,106240192951.32,..
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,Kazakhstan,KAZ,313789244537.986,344049455918.982,369966257833.272,417452192395.491,427478309972.205,407416193706.814,423833478989.461,448472613650.923,478232709037.535,509458114034.691,..
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,Kenya,KEN,97173951008.4786,105263452370.172,112204258119.628,125971868773.42,141100869455.549,160965881099.335,178315878677.906,203206547190.571,221308938637.091,237712122820.793,..
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,Kiribati,KIR,176628828.054503,183193721.930402,195507202.42539,207322984.081353,209684581.044478,233914133.756285,248472521.810057,255409849.767337,267683591.232959,279014514.020318,..
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,"Korea, Dem. People’s Rep.",PRK,..,..,..,..,..,..,..,..,..,..,..
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,"Korea, Rep.",KOR,1573257911865.6,1625275455251.2,1684562928828.18,1726902752731.95,1792600237630.01,1933588947770.48,2026967821102.36,2111521279567,2254100380376.12,2275781083415.03,..
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,Kosovo,XKX,13820023434.2423,14726006656.9075,15319686484.2774,16009210621.5456,16393220403.7826,17123326573.396,17885970979.253,18860124253.0502,20056718171.0257,21299154809.989,..
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,Kuwait,KWT,221297604000.773,247672823742.859,276884442786.982,275263666389.691,258670095308.753,181157353237.842,176814346747.18,206274942530.65,213933178168.484,219019576942.525,..
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,Kyrgyz Republic,KGZ,16810323179.2918,18183659161.1761,20287689142.3113,23123731105.9621,24986584383.7428,25107317901.3392,28459201788.3159,31280403475.2799,33246519089.1306,35419714489.9304,..
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,Lao PDR,LAO,23888227744.1776,26347634541.0467,31202113957.7343,34600073063.9711,39000303251.926,41582719416.4998,46849968684.2159,50463792572.0591,54922855200.4583,58593991911.7089,..
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,Latvia,LVA,37035505122.9466,40945372773.8483,43549724122.5358,45914345115.1779,47459606719.2167,49361752842.3194,52339434715.7586,55823072702.616,61229095363.2559,63161816357.2504,..
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,Lebanon,LBN,74106430635.9647,76310623815.5428,82065263274.9764,88557943341.9478,94101077690.983,98432919650.0493,103935864131.959,109025778306.588,109530207731.614,104176190349.281,..
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,Lesotho,LSO,4337549338.28887,4665291216.1904,4743502562.01184,5318648249.66316,5868106502.55864,6370015346.44384,6355787870.59496,5820641497.40003,5935442113.28397,6001953371.49932,..
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,Liberia,LBR,3977186653.76436,4393239184.19533,4855466757.65079,5689798755.87836,6024575445.78625,5778552811.18067,6325435787.28629,7126900130.29696,7389764052.43416,7361642884.56021,..
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,Libya,LBY,185280496394.211,71733711996.5322,152651325256.257,125579914377.392,90996326484.5627,78431959498.8301,72119611548.432,87115614620.6817,102741923179.115,107393199573.684,..
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,Liechtenstein,LIE,..,..,..,..,..,..,..,..,..,..,..
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,Lithuania,LTU,62292838525.1748,69297881709.4138,73809005494.2263,79034122256.3816,82647216574.0364,83761417312.2384,88700533710.4277,95797278557.0232,105039585762.61,111519257534.241,..
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,Luxembourg,LUX,43438665761.3749,47690524461.9649,48646428610.814,51940075107.1763,56353766041.0479,59081030477.9174,64406173772.793,67187250623.8102,73152143777.697,77233180568.5088,..
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,"Macao SAR, China",MAC,53373511217.1193,66297551188.7777,75311301170.2708,88690020680.974,90948517198.1843,70510287445.6321,70903935831.0573,79017384059.024,85347565433.3844,82906286640.4883,..
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,Madagascar,MDG,32465467744.5561,33666789093.6671,34211243846.4438,35256755127.2616,36701697717.2108,37486186735.8963,39996977188.34,40514543473.3171,43395930856.8904,46384673274.8137,..
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,Malawi,MWI,14857433208.4323,15904043611.065,15919778301.1988,17558045999.5785,17576097210.5181,17062379707.3309,17635609750.8145,18333705241.2908,19375651227.7197,20614924168.7028,..
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,Malaysia,MYS,578511606782.957,621861803378.808,668155626860.022,691871113876.77,734947546649.784,750777096659.435,783874094211.83,829296989955.658,890019147473.504,946342403168.243,..
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,Maldives,MDV,4649285283.15804,5153016194.53146,5438384433.88027,6140033356.58292,6957268399.38978,7628373701.94697,8279143210.57638,8964243526.1207,9929050141.39357,10829048853.5944,..
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,Mali,MLI,26895625108.2931,28339693401.1737,28185271180.1879,29823029628.6952,32434173880.7766,35447022304.1779,39326484634.0147,41593677730.7733,44629230363.8639,47657571434.9218,..
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,Malta,MLT,11914908228.544,12060614185.6433,12703321708.7012,13756978575.7346,14924508462.1304,16669491456.8106,18075538177.5182,19908554074.0481,22067356295.9783,23915323452.3217,..
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,Marshall Islands,MHL,183322966.610692,185737266.300436,184812388.392912,195046900.927249,196787644.611945,202001184.901055,206759246.597642,219199428.864806,232678119.459187,..,..
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,Mauritania,MRT,14298541791.7354,15206335118.1468,15797573506.5031,17107165464.4978,16883392126.9338,16995094117.3576,19569042826.8309,21743465320.1028,22744272996.782,24561215776.111,..
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,Mauritius,MUS,19629432101.7871,20856589153.2036,21304168424.878,22487480674.6131,23312206792.5804,24279686437.2367,26155431238.2558,27081834228.7363,28784540896.2299,30228158502.3997,..
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,Mexico,MEX,1741129416219.66,1911319122227.47,2012767821886.24,2064490858166.15,2173227410899.1,2230188837833.73,2383253006289.45,2468832279842.39,2567829834020.14,2671945581126.25,..
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,"Micronesia, Fed. Sts.",FSM,336075697.306298,354035867.533622,354089774.695965,347045410.630426,345315038.216637,365037641.135261,372136778.496137,389316095.399316,399643917.089152,..,..
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,Moldova,MDA,18302326301.3283,19771747983.6322,21054653399.4108,23960618216.0205,25218452232.6663,26233146016.6985,29732362696.7569,32101220495.8184,34297670652.1389,36215582858.8936,..
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,Monaco,MCO,..,..,..,..,..,..,..,..,..,..,..
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,Mongolia,MNG,20621063954.3763,24691841190.0464,28889684311.683,30402499578.9283,32506744921.2182,32284592101.9162,32833404463.105,35222426052.7844,38695061240.8267,41481570828.7465,..
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,Montenegro,MNE,8453006971.88699,8974047140.32517,8603990804.77956,9237454813.81283,9557956314.39484,10161592231.2927,11325497837.5303,12288825201.4189,13830431125.0339,14953625899.0614,..
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,Morocco,MAR,207843489306.408,223315729951.264,226123984328.435,236669859661.439,229401963793.421,247207179584.528,253685437088.192,264212938334.625,279170566828.942,291655207460.181,..
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,Mozambique,MOZ,22565301062.3194,24745386724.0785,25745855746.6741,27733011810.3359,29941333846.0074,34918471458.0821,37950978490.3475,36775580595.8018,38968768509.0956,40632691531.3012,..
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,Myanmar,MMR,164098477494.478,176893542391.214,191626156425.201,208255864509.368,221974218424.915,232666888251.559,238280127040.276,253028635780.987,276689099034.845,290208096830.35,..
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,Namibia,NAM,17750728467.8152,19044152169.5933,20501455712.7424,21686469988.7005,23645421696.7234,24478137222.7363,24458367518.0647,24147364523.1175,24908340619.1828,25104076732.1166,..
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,Nauru,NRU,59737237.3460304,67083599.8292964,76139498.5722294,101192728.361404,130441158.732009,136681122.318903,143028144.421469,137347501.600122,149272148.449412,152170931.825306,..
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,Nepal,NPL,51265175554.1825,54126905678.7827,58733969350.3271,63246986991.392,69781454452.2416,71141255939.6093,70413965843.264,85624913439.6591,93588230522.8523,102075675266.473,..
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,Netherlands,NLD,748994016831.616,777880906388.857,792042289740.032,827475738129.662,830318571509.821,851884866008.706,890488127445.161,946753713157.016,1029216133699.28,1062244270545.87,..
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,New Caledonia,NCL,..,..,..,..,..,..,..,..,..,..,..
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,New Zealand,NZL,136006593027.593,143549260893.12,145451190207.151,160942171359.335,168107834222.929,172179695185.567,187638097776.001,202659279157.016,216201573923.918,223143901288.456,..
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,Nicaragua,NIC,23186046181.1938,25165569566.896,26490432129.383,27949659448.3689,30355546777.3138,32944994652.2256,35895147406.1907,38334779852.6714,37717558973.008,36958519013.4192,..
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,Niger,NER,17496153307.6266,18282764961.5946,20618757380.2004,20860788569.3309,21982232411.6596,22912137965.4102,23875418393.0485,25138435012.4332,27609803041.9863,29807368320.747,..
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,Nigeria,NGA,745473030022.549,801440949035.347,833291994452.731,897506108480.495,971491854689.888,982912105652.4,973442207702.023,990700126987.351,1034346388429.17,1077719232146.02,..
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,North Macedonia,MKD,23364814443.3041,24064126928.0264,24558847058.4576,26269620759.8752,27776159300.9177,28751821736.9921,31373289893.8217,32687116945.8211,35822388831.6671,37726824641.2396,..
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,Northern Mariana Islands,MNP,..,..,..,..,..,..,..,..,..,..,..
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,Norway,NOR,283399996391.173,307471559230.611,327987730556.922,340137921349.59,338506031929.012,313230605417.6,308522092432.707,339073070367.975,379505788848.192,374384211512.27,..
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,Oman,OMN,134710707680.074,141181285502.315,155693485697.658,158418735823.708,155551303076.047,132771363005.823,129565247030.677,135696698275.155,141453662150.412,141824295073.027,..
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,Pakistan,PAK,698014005406.787,732179845261.482,752628769386.646,784863469118.625,827826438336.329,872096952150.657,898015616788.999,950381922984.568,1030352709282.1,1060747879309.42,..
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,Palau,PLW,241309350.208334,262815327.772617,272335890.802235,267728389.214477,289843022.32438,314940669.340503,317935887.72725,317717242.815933,338666760.172824,330579975.820638,..
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,Panama,PAN,55199558081.409,62728208418.2053,70433569156.0822,79815106968.4133,89329952504.9744,100479032644.952,112345919808.096,125070740811.579,132847692513.563,139499000472.05,..
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,Papua New Guinea,PNG,22222378559.1812,22937846458.121,24466489957.0308,25848109375.5759,29891822366.4621,32190004119.0281,34308645183.1237,36190433384.8304,36968508509.7077,39909915284.9113,..
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,Paraguay,PRY,62436669855.2385,66449333934.4864,64357198936.6162,72177773897.5625,75403947745.4385,76729911135.1185,81537571247.3828,86486123430.181,91566258183.631,93316501354.1161,..
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,Peru,PER,282451550068.956,306596257463.361,317719593696.311,336325852091.006,346348573214.234,352617166513.571,371526141635.466,393259049121.626,418859489005.243,436174432412.672,..
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,Philippines,PHL,528683546571.312,560551170595.17,612131229679.722,654004065671.884,699661967288.66,733864052010.449,798601364196.765,854095492048.794,930383012511.248,1005742409808.28,..
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,Poland,POL,802269886738.552,868896495217.112,903836389469.142,934552749787.883,968368133404.107,1020392994001.53,1075392865943.43,1145339520598.25,1252700632091.1,1335253563807.69,..
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,Portugal,PRT,288463252854.346,282620727896.604,277991617084.959,292135407902.921,298951904406.531,307229815692.704,326364349265.682,341457107706.463,370569124074.409,389400342845.876,..
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,Puerto Rico,PRI,115089652314.468,117072536776.923,118421150151.172,119191962134.508,119064630803.291,118145537346.768,117008511226.768,114269283455.236,111598693849.543,115117035256.193,..
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,Qatar,QAT,245124506925.882,283715621778.862,311040857104.832,322984775379.188,317405707351.647,238529336836.97,220585133994.759,249963056673.094,259214078410.554,266295288558.692,..
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,Romania,ROU,343980308056.545,360565719069.261,378487482607.958,395317006658.88,411273856235.864,428132962987.156,478200935450.909,533372166899.882,587567206682.193,645345921666.057,..
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,Russian Federation,RUS,2927003701117.15,3259319197327.18,3480299219245.86,3741783381914.27,3763534951277.15,3526235948513.73,3538975998887.58,3818780560822.29,4306248314875,4433092693069.74,..
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,Rwanda,RWA,13555188374.2694,14939654759.5751,15714903026.7601,16693567870.3332,18927225173.1968,20531407219.0418,21982225589.3308,23665375199.0851,26321676632.8038,29362809494.8803,..
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,Samoa,WSM,996867119.899938,1060162952.54556,1036316809.98359,1050086569.26949,1070348201.79834,1127698995.62441,1231140699.1563,1267070039.56766,1269795397.82505,1339408943.63804,..
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,San Marino,SMR,1959977347.07407,1834547471.48532,1748023888.7721,1740502670.69306,1825987815.79293,1850298479.64329,1924933739.58332,1982111206.95374,2057049924.72556,..,..
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,Sao Tome and Principe,STP,518907735.221651,553046569.598532,556654529.880482,637514716.03949,747127211.987005,765345670.867933,790433675.944991,818599653.52312,863238028.401284,891455945.820857,..
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,Saudi Arabia,SAU,1413023526531.81,1586748761444.08,1672470748636.51,1680157969486.6,1722861781899.41,1541832118132.82,1475671785731.76,1565891922021,1643081118343.75,1680540365363.9,..
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,Senegal,SEN,33757939111.9636,34965716069.2147,37053607719.6829,37890926634.0287,40124398370.99,43317631004.2569,46119109741.5674,49402166472.861,53834017338.2388,57772245556.4003,..
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,Serbia,SRB,93389332186.7796,99446412471.6906,100311366290.817,104804314977.664,104531437723.919,105922776066.958,111931121844.009,116996003958.207,127751964414.799,135393232278.038,..
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,Seychelles,SYC,1740448419.0561,1916946267.35322,1904257550.36249,2012104370.57584,2182546758.07671,2248333254.81639,2431429643.23218,2611017882.33862,2775015378.27682,2979190617.74441,..
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,Sierra Leone,SLE,7275897099.70394,7896957783.01499,9435032175.55611,11988314917.5541,12544191365.3844,11379594527.5419,11701373301.6946,12300546132.4661,13034410627.155,14019367329.8187,..
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,Singapore,SGP,382249269334.437,414966621180.859,435964936235.077,448140098629.224,461771555846.862,481405402043.147,501213043455.888,532832748112.696,564578205986.881,579762512267.435,..
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,Sint Maarten (Dutch part),SXM,1165817085.51044,1244917732.92047,1138909192.13978,1188933090.17275,1464385642.4445,1483574423.47396,1528016143.55453,1538327625.27772,1471798428.57912,..,..
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,Slovak Republic,SVK,135914379623.004,140804745984.949,145826860796.524,151588523468.615,157123843250.682,162278280045.896,161074056924.367,164207134948.232,177310954567.606,182798095779.672,..
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,Slovenia,SVN,57049211421.794,59391587736.5899,59745699109.9106,61744411905.6854,63653371400.3498,65265868522.9918,70079356305.4272,75675664880.7481,83253931919.3427,88594050469.7668,..
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,Solomon Islands,SLB,1149213946.66621,1258537023.05926,1306537562.64707,1400340707.28586,1441238170.30694,1476864241.52393,1579890378.49716,1695663684.32609,1805480518.53354,1862535119.98378,..
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,Somalia,SOM,..,..,..,..,..,..,..,..,..,..,..
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,South Africa,ZAF,600342463333.464,633011149272.292,637033795249.89,668457698775.069,682954739435.05,695228516963.075,707743775110.312,724100740041.47,747577752588.042,763258133431.533,..
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,South Sudan,SSD,28724297425.3721,27963579014.1695,15364070621.5654,21737660650.4627,15784928984.8425,13230895757.7817,..,..,..,..,..
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,Spain,ESP,1476807962883.93,1489595017146.76,1483646917303.62,1512074688796.68,1558305994181.4,1621069891987.84,1733214656948.48,1847661772399.88,1965751512787.07,2047649049272.66,..
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,Sri Lanka,LKA,166030136722.213,183744230021.17,210687556548.255,223389738314.381,233894955001.782,242360503475.594,259190046868.401,269853535249.281,285567008650.104,297760017947.475,..
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,St. Kitts and Nevis,KNA,1082981618.78089,1125819317.71496,1071905767.74454,1114937810.08411,1216092177.83739,1224877737.15076,1286871210.1482,1319637696.55441,1391309435.76295,1458648204.24515,..
